T(K)           P(bar)         H2O,wt%        rho,kg/m3     
  1321.76        29558.2       0.114967E-001   3312.19     
  1327.49        29558.2       0.114967E-001   3311.43     
  1333.22        29558.2       0.114967E-001   3310.65     
  1338.95        29558.2       0.114967E-001   3309.79     
  1344.68        29558.2       0.114967E-001   3309.04     
  1350.41        29558.2       0.114967E-001   3308.27     
  1356.14        29558.2       0.114967E-001   3307.52     
  1361.88        29558.2       0.114967E-001   3306.76     
  1367.61        29558.2       0.114967E-001   3305.96     
  1373.34        29558.2       0.114967E-001   3305.08     
  1379.07        29558.2       0.114967E-001   3304.31     
  1384.80        29558.2       0.114967E-001   3303.58     
  1390.53        29558.2       0.114967E-001   3302.79     
  1396.26        29558.2       0.114967E-001   3302.01     
  1401.99        29558.2       0.114967E-001   3301.21     
  1407.72        29558.2       0.114967E-001   3300.29     
  1413.45        29558.2       0.114967E-001   3299.55     
  1419.18        29558.2       0.114967E-001   3298.79     
  1424.92        29558.2       0.114967E-001   3297.97     
  1430.65        29558.2       0.114967E-001   3297.18     
  1436.38        29558.2       0.114967E-001   3296.37     
  1442.11        29558.2       0.114967E-001   3295.55     
  1447.84        29558.2       0.114967E-001   3294.74     
  1453.57        29558.2       0.114967E-001   3293.92     
  1459.30        29558.2       0.114967E-001   3293.09     
  1465.03        29558.2       0.114967E-001   3292.28     
  1470.76        29558.2       0.114967E-001   3291.45     
  1476.49        29558.2       0.114967E-001   3290.61     
  1482.22        29558.2       0.114967E-001   3289.79     
  1487.96        29558.2       0.114967E-001   3288.95     
  1493.69        29558.2       0.114967E-001   3288.11     
  1499.42        29558.2       0.114967E-001   3287.27     
  1505.15        29558.2       0.114967E-001   3286.42     
  1510.88        29558.2       0.114967E-001   3285.57     
  1516.61        29558.2       0.114967E-001   3284.73     
  1522.34        29558.2       0.114967E-001   3283.87     
  1528.07        29558.2       0.114967E-001   3283.01     
  1533.80        29558.2       0.114967E-001   3282.16     
  1539.53        29558.2       0.114967E-001   3281.29     
  1545.27        29558.2       0.114967E-001   3280.42     
  1551.00        29558.2       0.114967E-001   3279.54     
  1556.73        29558.2       0.114967E-001   3278.68     
  1562.46        29558.2       0.114967E-001   3277.79     
  1568.19        29558.2       0.114967E-001   3276.91     
  1573.92        29558.2       0.114967E-001   3276.03     
  1579.65        29558.2       0.114967E-001   3275.14     
  1585.38        29558.2       0.114967E-001   3274.24     
  1591.11        29558.2       0.114967E-001   3273.29     
  1596.84        29558.2       0.114967E-001   3272.45     
  1602.57        29558.2       0.114967E-001   3271.54     
  1608.31        29558.2       0.114967E-001   3270.63     
  1614.04        29558.2       0.114967E-001   3269.73     
  1619.77        29558.2       0.114967E-001   3269.11     
  1625.50        29558.2       0.114967E-001   3268.09     
  1631.23        29558.2       0.114967E-001   3267.37     
  1636.96        29558.2       0.114967E-001   3266.65     
  1642.69        29558.2       0.114967E-001   3265.93     
  1648.42        29558.2       0.114967E-001   3265.21     
  1654.15        29558.2       0.114967E-001   3264.49     
  1659.88        29558.2       0.114967E-001   3263.76     
  1665.61        29558.2       0.114967E-001   3263.04     
  1671.35        29558.2       0.114967E-001   3262.31     
  1677.08        29558.2       0.114967E-001   3261.59     
  1682.81        29558.2       0.114967E-001   3260.86     
  1688.54        29558.2       0.114967E-001   3260.13     
  1694.27        29558.2       0.114967E-001   3259.41     
  1700.00        29558.2       0.114967E-001   3258.68     
  273.000        29873.5        13.0532        2806.92     
  278.731        29873.5        12.9933        2805.43     
  284.462        29873.5        12.9886        2805.10     
  290.193        29873.5        12.9832        2804.76     
  295.924        29873.5        12.9702        2804.45     
  301.655        29873.5        12.6118        2805.92     
  307.386        29873.5        12.6118        2805.55     
  313.116        29873.5        12.4643        2811.53     
  318.847        29873.5        12.4643        2811.19     
  324.578        29873.5        12.4643        2810.65     
  330.309        29873.5        12.4643        2810.30     
  336.040        29873.5        12.4643        2809.95     
  341.771        29873.5        12.4643        2809.41     
  347.502        29873.5        12.4643        2809.05     
  353.233        29873.5        12.4643        2808.69     
  358.964        29873.5        12.4643        2808.12     
  364.695        29873.5        12.4643        2807.76     
  370.426        29873.5        12.4643        2807.39     
  376.157        29873.5        12.4643        2806.79     
  381.888        29873.5        12.4643        2806.41     
  387.618        29873.5        12.4643        2806.04     
  393.349        29873.5        12.4643        2805.42     
  399.080        29873.5        12.4643        2805.05     
  404.811        29873.5        12.4643        2804.67     
  410.542        29873.5        12.4643        2803.98     
  416.273        29873.5        12.4643        2803.60     
  422.004        29873.5        12.4643        2803.21     
  427.735        29873.5        12.4643        2802.49     
  433.466        29873.5        12.4643        2802.10     
  439.197        29873.5        12.4643        2801.59     
  444.928        29873.5        12.4643        2801.20     
  450.659        29873.5        12.4643        2800.80     
  456.390        29873.5        12.4643        2800.06     
  462.120        29873.5        12.0687        2820.94     
  467.851        29873.5        12.0687        2820.54     
  473.582        29873.5        12.0018        2823.35     
  479.313        29873.5        12.0018        2822.95     
  485.044        29873.5        12.0018        2822.54     
  490.775        29873.5        12.0018        2822.14     
  496.506        29873.5        11.9389        2824.74     
  502.237        29873.5        11.9389        2824.33     
  507.968        29873.5        11.9094        2825.32     
  513.699        29873.5        11.8771        2818.68     
  519.430        29873.5        11.8490        2819.28     
  525.161        29873.5        11.7989        2820.64     
  530.892        29873.5        11.7506        2821.92     
  536.622        29873.5        11.7261        2822.38     
  542.353        29873.5        12.3806        2776.29     
  548.084        29873.5        12.3761        2775.97     
  553.815        29873.5        12.3761        2775.50     
  559.546        29873.5        12.2718        2778.88     
  565.277        29873.5        12.2718        2778.41     
  571.008        29873.5        12.2718        2777.94     
  576.739        29873.5        12.1734        2781.12     
  582.470        29873.5        12.1540        2781.38     
  588.201        29873.5        12.1220        2782.12     
  593.932        29873.5        12.1011        2782.44     
  599.663        29873.5        12.0670        2783.11     
  605.394        29873.5        12.0299        2783.76     
  611.124        29873.5        11.9885        2784.59     
  616.855        29873.5        11.9500        2785.36     
